label,text
Fraudulent,"Dear Friend, I am Larisa Sosnitskaya and I represent Mr. Mikhail Khordokovsky the formerC.E.O of Yukos Oil Company in Russia. I have a very sensitive and confidential brief from this top (oligarch) to..."
Fraudulent,"FROM:MR MORGAN WIMPOE,105 2ND AVE. SANDTON, 1892,JOHANNESBURG,SOUTH AFRICA.PHONE+27 78 7634400ATTN:MD/C.E.O, Kindly accept my apology for sending unsolicited mail to you. Althoughwe never met before,..."
Fraudulent,"MRS Williams Helen ABIDJANCOTE D' IVOIREDearest One,I am Mrs williams Helen and the only wife of late Mr James williams who happens to be my husband. it is sad to say that he passed away mysterious..."
Fraudulent,FROM THE DESK OFTHE DIRECTOR=28CEO=29MR=2EHAMDALA RAHAMA=2C OF DUBAI CHAMBER OF COMMERCESIR=2C I GOT YOUR MAIL ADDRESS ON MY RESEARCH IN MY OFFICE IN DUBAI SIR=2FMADAM=2C I WANT TO BRING YOU INTO A BU...
Fraudulent,"COMPANY REPRESENTATIVE NEEDED URGENT.Dear Sir/Madam, I am Mr.Cheung Pui, managing director of CHINA NATIONAL PEARLS DIAMOND GEM&JEWELRY(CNPDGJ). We are a group of business men who deal on pearl di..."
Fraudulent,DIRECTOR=2CPROJECT IMPLEMENTATION FEDERALMINISTRY OF HEALTH AND SOCIAL SERVICES=2CDAKAR SENEGAL=2CTEL=3A008821655515306=2CEMAIL=3Bdrhassounodhiambo1=40arabtop=2EnetSTRICTLY CONFIDENTIALDear Sir=2FMada...
Fraudulent,<br><br><b>And join Facebox!</b><br>Create a personal Facebox web page with<ul> <li>Blog</li> <li>Photo album</li> <li>Guestbook</li> <li>Friends network</li> <li>Videos</li> <li>Music</li> <li>And mu...
Fraudulent,"Dear Sir,My name is Mohammed Hamid, I am from Iraq. My cousin was a top officer in the former Government of Sadam Hussein. Before the beginning of the war he gave me 75,000,000.00 (Seventy Five Millio..."
Fraudulent,"americano, Estoy desempen'ando servicios en los militares del Primero Divisi=F3n armada en Iraq, como usted sabe cerca nos est=E1n atacando <BR>insurrectos diarios y bombas de coche. <BR>Manejamos mov..."
Fraudulent,<DIV><STRONG>&nbsp;</STRONG></DIV><DIV><STRONG>1) NAME OF YOUR BANK................<BR>2) ADDRESS OF YOUR BAN=K..............<BR>3)&nbsp; ACCOUNT NUMBER............<BR>4) YOUR PHONE NUM=BER........<BR...
Fraudulent,"FROM JOSEPH MOBUTUYou may be suprise to receive this email since you do not know me.I am the son of the late president of Democratic Republic OfZaire,President Mobutu Sese Seko, ( now The Republic Of ..."
Fraudulent,Dear Friend=2CI am delighted to write this letter=2C hoping you will understand my predicament and answer back without hesitation since I am convince you must be an honest and God fearing fellow who w...
Fraudulent,Mr=2E Demba Gaye Villa 139 Sicap Diuppel Dakar...
Fraudulent,We were instructed to contact you by the Abacha's family (family of the former Nigerian Military Dictator and Head of State General Sani Abacha who died on the 8th of June 1998 while in office) for ...
Fraudulent,"Please, kindly call me MR NOSA for now, though this is not my complete name. I will give you my full name later.I am in a hide out now in BENIN REPUBLIC, a Country in West African. I have Large sum of..."
Fraudulent,"Hon.Dr.Garuba GamboMinister, Foreign Affairs Ministry.Maputo Street Zone 3Wuse- Abuja-Nigeria. ..."
Fraudulent,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2//EN""><HTML><HEAD><META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html; =charset=3Diso-8859-1""><META NAME=3D""Generator"" CONTENT=3D""MS Exchange Server versi..."
Fraudulent,"Yours faithfully, Gordon Blackwell+31 64 920 8093 AMSTERDAM-NETHERLANDS. ___________________________________________________________________________Mail sent from WebMail service at PHP-Nuke Powered S..."
Fraudulent,"Good Day Friend,I represent MCKINSEY&COMPANY based in CHINA. And my names are Mr McKinsey Wang,My company Supply products such as stainless steel and specialty chemicals products and other products fo..."
Fraudulent,FOR YOUR KIND ATTENTION=2CDear=2CI foresee your surprise upon receiving this letter from a total stranger=2E However be rest assured it comes with the best of intentions=2E I got your contact through ...
Fraudulent,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <BR>&nbsp;<BR>I do not intend to cause= any grief to you. The reason for sending this mail is very fundamental to =the doctrine of human privileges and right. My n...
Fraudulent,Assalam Ailekun=2C I am writting this letter with due respect and heartful of tears since we have not known or met ourselves previously=2E I am asking for your assistance after I have gone through a p...
Fraudulent,"DEAR FRIEND,I AM MR. ADAMA J.K KAMBORE, THE BILL AND EXCHANGE MANAGER AT THE FOREIGN EXCHANGE DEPARTMENT OF INTERNATIONAL BANK OF BURKINA (IBB) OUAGADOUGOU IN BURKINA FASO.WITH DUE RESPECT AND REGARDS..."
Fraudulent,"DR. WILLIAMS BANIGOFEDERAL SECRETARIAT,LAGOS, NIGERIA URGENT & CONFIDENTIALBest wishes of good health and success in your pursuits particularlythrough my proposal as contained in this ..."
Fraudulent,"TEDDY WILLIAMS & ASSOCIATES =20Address:33 Bedford Row =20London WC1R 4JH, England =20PARTNER MANAGINGTEDDY WILLIAMS & ASSOCIATESLONDON - UK.=20Attention:=20=20On behalf of the Trus..."
Fraudulent,"Dear friend, l am Dr Mallam Galadima., the contracts verification manager of Nigeria National Petroleum Corporation (NNPC), Because of my position and that of other strategic officials who are heads i..."
Fraudulent,I got your contact through internet referal link=2C i am Ms comfort Mensa the daughter of Late Mr Charles Kofi Mensa my late father Charles Mensa was a limited liability Cocoa and Gold merchant in LI...
Fraudulent,"YOURS SINCERELY, Mr. David Roberts. International Remittance Department/Foreign Operations.Barclays Bank UK Plc. Cc:International Monetary Fund [IMF],Cc:Board of Directors [B B PLC]."
Fraudulent,"<DIV>Mr. Zivko Jannes,<BR>Nation Wide Finance.<BR><BR>Dear Sir,<BR><BR>I am= one of the transfer officers of Nation Wide Finance London and my name<BR>=is Mr.Zivko James, a citizen of Macedonia. Pleas..."
Fraudulent,ATTN=3AC=2EE=2EO=2FPRESIDENT=2E I know this message is going to surprise you=2C considering that I am unknown to you=2C but I want you to know that this email is sent with all good intentions in mind=...
Fraudulent,Dear I am Miss Franca Roland and my brother Mr David Roland=2C the first and only son of late Mr Mputa Roland and my aged mother=2C my father was murdered in the land dispute in Zimbabwe=2C Before the...
Fraudulent,"Universal Trust Bank.website:www.utbplc.comDear friend,This letter may come to you as a surprise due to the fact that we have not yet met. The message could be strange but real if you pay some attenti..."
Fraudulent,Dear Sir=2CI am Dr=2E Makam Somo=2C a native of Cape Town in South Africa and I am anExecutive Accountant with the South Africa Department of Mining & Natural Resources=2E First and foremost=2C I apol...
Fraudulent,PETER BUNO=2ETel=3A+41 79 530 99 35Good Day=2CWith warm heart I offer my friendship=2C and my greetings=2C and I hope this letter meets you in good time=2E It will be surprising to you to receive t...
Fraudulent,"Dear Friend,I am the only son of my late parents Mr.and Mrs Davidkangami, My father was a highly reputable busnnessmagnate who operated in the capital of Ivory coastduring his days.It is sad to say th..."
Fraudulent,"CHALLENGE SECURITIES LTD.LAGOS, NIGERIAGOOD DAY FRIENDATTENTION:SIR/MADAMI am MR.VICTOR KOVIS, the Director of OperationsCHALLENGE SECURITIES LTD,LAGOS NIGERIA. Here inNIGERIA Our firm is a security c..."
Fraudulent,#226=2C TAYO RIMI=2CMEDINA=2CDAKAR=2C SENEGAL=2E Assalamaulakum=2E My Dear Friend=2C Compliments of the season=2EI did like to send to you the best wishes of good health and success in your pursuits p...
Fraudulent,">From Mr.Joseph Cabutti20 SILVER CRESCENT,Enugu,Nigeria.Compliment of the dayI am Joseph Cabutti the consulting auditor with one of the prime banks herein Nigeria. My search for a trustworthy individu..."
Fraudulent,"ASSOCIATES.<br><br>(BARRISTER,JOE ROBBINSON)<br><br>SOLICITORS AND ADVOCA=TE<br><br>#12 CANAL STREET IKOYI<br><br>LAGOS, NIGERIA.<br><br>DEAR,<br><=br>BEFORE I START, I MUST FIRST APOLOGIZE FOR THIS U..."
Fraudulent,>From =3A Stella Dikko SambaAbidjan=2C Ivory CoastWest Africa=2ETEL +225 07 81 95 57APPEAL FOR URGENT BUSINESS ASSISTANCE=2EATT=3A DIRECTOR MY Dear =2CPermit me to inform you of my desire ofgoing into...
Fraudulent,"MY DEAR,IT IS MY PLEASURE TO INTRODUCE TO YOU A MUTUAL BUSINESS VENTURE TO YOU. I AM DR. JOHN KELLY FROM UNITED KINGDOM.I INHERITED 15MILLION POUNDS STERLINGS FROM A FRIEND OF MINE MR. KURT KAHLE WHO ..."
Fraudulent,_____________________ Your Complete Address (Physical Address with Zip Code)__________________________ Date of Birth (Day/Month/Year):___________________ Direct Telephone/Mobile Number: _____________...
Fraudulent,"Hello dearFrom, Miss ZACHI MedineAbidjan Cote d'Ivoire West Africa.Hello Dear Chosen one, Please excuse me for all the inconveniences my mail could cause you.I saw your profile and have the intrest on..."
Fraudulent,rahim Danko.</DIV><br /><hr />Invite your mail contacts to join your friend=s list with Windows Live Spaces. It's easy! <a href=3D'http://spaces.live.c=om/spacesapi.aspx?wx_action=3Dcreate&wx_url=3D/f...
Fraudulent,"Miss Aranima Enfandy.<BR>UNHCR Refugee Camp,<BR>Danane,<BR>Cote d'Ivoire.<BR>&nbsp;<BR>Dearest One,<BR>&nbsp;<BR>A PLEA FOR ASSISTANCE.<BR>&nbsp;<BR>It's my pleasure to contact you for an investment a..."
Fraudulent,"Dear Friend, Please I would like to apply through this letter for your express co-operationand to secure in your position an opportunity to invest and do joint business with you in your count..."
Fraudulent,"<DIV></DIV><DIV></DIV>We have accepted you as our foreign partner and will now regularize the approvals to you as the trust beneficiary of the contract sum. As soon as we receive your acceptance , we ..."
Fraudulent,"<BR><BR><P>Dear Friend,</P><P><BR>This mail will come as a surprise to you having not seen each ot=her face to face for the first time=2EI am Lisa Jaime Savimbi,the wife =to<BR>late Jonas Savimbi,the ..."
Fraudulent,"Hello Dear ,<BR><BR>I would like to apply through this medium for your co-operation to secure an opportunity to invest and do joint business with you in your country.<BR><BR>I have a substantial funds..."
Fraudulent,MR ABATO GRINOTel=3A0039-3396463456please reply to this email=3Aabb004=40lycos=2Ecomjoel=2Ewilliams=40popmail=2EcomATTN=3A sir=2Fmadam=2CI am in search for an agent to assist us in transfer of FIVE MI...
Fraudulent,MOI CHER.=20Permettez-moi de vous informer de mon d=E9sir de l'entr=E9e dans le rapport= d'affaires avec vous. je ne dois pas h=E9siter =E0 me confier =E0 vous pou=r ces affaires simples et sinc=E8res...
Fraudulent,"Office of Auditor General,CITIBANK,364 Kensington High StLondon W14 8NSDear Friend,I am Dr. Robin Quest the Chief auditor general of CITIBANK 364 Kensington High St London W14 8NS. I have urgent and v..."
Fraudulent,"Dear sirIs a pleasure to write you this letter, and i hope it will not be a surprised to you, i got your contact through internet for urgent help. I think with your good position this letter will meet..."
Fraudulent,"Thanks and=20Godbless.Sincerely yours,Dr Larry Douglas."
Fraudulent,"Dear FriendThis letter must come to you as a big surprise, but I believe it is only a =day that people meet and become great friends and business partners. I am Mr. Ateeq Rahman KHAN, currently Head o..."
Fraudulent,"OFFICE OF THE PRESIDENTFEDERAL MINISTRY OF WORKS AND HOUSING FALOMO SQUARE IKOYILAGOS NIGERIA234 2 8108124,8107735-36E mail:fmf_acc@presidency.comOur Ref:ofr/whc/0078Your Ref:First, I must solicit you..."
Fraudulent,"FROM MRS.SUZANA NUHAN VAYELIBERIA-WEST AFRICA.Dear Friend,The family of the former Deputy Minister of Public Works, Mr. Issac Nuhan Vaye of Liberia in West Africa has a surplus fund to invest in stric..."
Fraudulent,Standard Trust Bank=2C15=2C Adeola odeku Street=2CVictoria Island=2CLagos=2E24th July=2C 2003Alternative email address=3A randebe=40cote=2Eazur=2EfrDear Friend I am Fadaka Randebe=2C Bank Official of ...
Fraudulent,FROM THE DESK OF=3AMRS JULLIET ABRAMSAFRICAN DEVELOPMENT BANKHEADQUARTERSCOTONOUREPUBLIC OF BENIN=2E I am MRS JULLIET ABRAMS=2C credit officer of AfricanDevelopment Bank=2E I have an urgent and veryco...
Fraudulent,RlJPTTogT0ZGSUNFIE9GIFJFVkQuRlIgUEVURVIgQ0xBUksgRElSRUNUT1IgU1BFQ0lBTCBEVVRJRVMsVU5JVEVEIE5BVElPTlMgSU4gQ09OSlVOQ1RJT04gV0lUSCBUSEUgSU5URVJOQVRJT05BTCBNT05FVEFSWSBGVU5EIFdPUkxEIEJBTksgU1BFQ0lBTCBEVVRJ...
Fraudulent,"Hello,I need your partnership in re-profiling fund of $10.2M for any profitable investment of your choice.40% of the profit realize will be yours for 5yrs.This transaction is 100% risk free and Legal...."
Fraudulent,"<DIV><BR>Waiting for you urgent reply.<BR><BR>Yours sincerely,</DIV><DIV><BR>Miss..rita umu</DIV><DIV>&nbsp;</DIV></DIV></td></tr></table><p><p><p><br><hr size=1><a target=""_blank"" href=""http://pr.ma..."
Fraudulent,Dear Sir=2C I Hope This Mail Meets You In Good Health And Spirit=2C I Am=2C TURKIN EZE=2C A Sierra Leonia=2E Presently=2C I Live As A Refugee In republic of senegal dakar =2C With My Younger Sister=2C...
Fraudulent,usiness is for the fact that the deceased man was a foreigner and it is not= authorized by the law guiding our Bank for a citizen of this country to ma=ke the claim of the fund.So the request for you ...
Fraudulent,Dear Friend=2C I know that this letter might be a suprise to you but do consider it as an emergency=2E I am Mrs Benita sankara from Senegal=2C i am 43years old and i reside here with my son=28ADAMS Sa...
Fraudulent,"Dearest in the lord,I am Mrs mary Clement from Solomon Islands near Australia. I ammarried to Mr.William Clement from Romania who worked withRomania Embassy in GUINEE for nine years before he died in ..."
Fraudulent,funds can be paid. Your confidential telephone and fax numbers for essaycommunication. The above information will enable us write letters of claim and jobdescription respectively. This way we will use...
Fraudulent,"Dear Sir,I am Engr. John Williams, chief auditor, audit department offund release order in ECOBANK NIGERIA PLC Bode Thomas BranchLagos office, I know the letter might come toyou as surprise, but take ..."
Fraudulent,"Above quoted Sum and I will re-profile the funds with your=20name, which will enable The European bank transfer the sum to you. I=20have decided to use this Sum to relocate to American=20continent and..."
Fraudulent,"FROM DR USMAN IBRAHIM DANKO.AUDITING AND ACCOUNTING UNIT.FOREIGN OPERATIONS= DEPARTMENT.BANQUE TOGOLAISE POUR LE COMMERCE ET L'INDUSTRIE,LOME- TOGO.=20=20Dear Friend, I do not intend to ca..."
Fraudulent,"UNITED STATES DOLLARS ONLY) TO A SAFE ACCOUNT.Sir,It is my warmest pleasure writing you this confidential business offer irrespective of the factthat we have not met before or done any thing that will..."
Fraudulent,SGVsbG8gU2lyLA0KSSBnb3QgeW91ciBjb250YWN0IGVtYWlsIGFkZHJlc3MgdGhyb3VnaCBhIHBlcnNvbmFsIHNlYXJjaCBhbmQgZGVjaWRlZCB0byBsZXQgeW91IGtub3cgYWJvdXQgdGhpcyBwYWNrYWdlZCBmaW5hbmNpYWwgdHJhbnNhY3Rpb24uSSBhbSBNci5K...
Fraudulent,"UNITED STATES DOLLARSWE WANT TO TRANSFER TO OVERSEAS [$13,500.000.00] THIRTEEN MILLION FIVE =HUNDRED THOUSAND UNITED STATES DOLLARS FROM FIRST BANK IN SOUTH AFRICA. I =WOULD LIKE, IF YOU WILL BE CAPAB..."
Fraudulent,"<DIV id=3DRTEContent> <DIV>FROM MISS&nbsp;DORIS LANGA<BR>ABIDJAN-COTE D'=IVOIRE <BR>WEST AFRICA. <BR>EMAIL :&nbsp;<A href=3D""mailto:dorislanga_05@=yahoo.fr"">dorislanga_05@yahoo.fr</A><BR>Dearest one,..."
Fraudulent,"#67 Cresent Close,Lynnwood RoadHatfield PretoriaGauteng, South Africa. {INTERNATIONAL HERITAGE TRANSACTION}{One Hundred & Seventy Two Million Six Hundred And Fifty Four Thousand"
Fraudulent,<html><head><style>P{margin:0px;padding:0px}body
Fraudulent,Greetings from Dubai=2CThis letter must come to you as a big surprise=2C but I believe it is only a day that people meet and become great friends and business partners=2E I am Mr=2E Arif Shaikh=2C cu...
Fraudulent,"Dear SIR,I am Miss Sorie DUNCAN and my Brothe Sam DUNCAN, we are the children of late =Chief Benjamin DUNCAN from Sierra Leone. I am writing you in absolute =confidence primarily to seek your assistan..."
Fraudulent,Attn...I am Barrister Antwan Saloum contacting you today for a business whichwould be of immense benefit to you.I am an attorney at law.I have a practicein Nigeria. I am the personal attorney to Mr...
Fraudulent,"Dear Sir,With a very desperate need for assistance, I have summed up courageto contact you. I am from (will disclose this later), presentlyworking in Iraq with an international organisation that I wil..."
Fraudulent,ATTENTIONDear; I am delighted to write this letter to you hoping that you will und=erstandmy predicament and answer back without hesitation. I am MRS.MARIAM ABACHA=wife of the late Nigerian Head of St...
Fraudulent,SEEKING FOR FINANCIAL INVESTMENT INFORMATION Zimbabwe formerly Rhodesia under the colonial rule gained independence in 1981 under the nationalist struggle for independence led by Mr. Robert Mug...
Fraudulent,"If this proposal meet your intrerest, we have decided to give you anegotiable percentage from the entire sum, hoping that it will besatisfactory. Please send along your response the following:Confiden..."
Fraudulent,"The lines may be busy,but keep trying till you get through. Yours faithfully, DR,IDRIS BELLO.. NOTE:ALWAYS ENDEVOUR TO SEND YOUR MAIL THROUGH THIS TWO ADDRESS PLEASE,(bello_234@yahoo.com)OR(obilolo..."
Fraudulent,"As you already know, time is of great essence in this transaction, kindly =confirm your telephone and fax number to Mr. Mike Obodoh. Bear in mind that =this project can be concluded within five days i..."
Fraudulent,"Dear Sir/Madam,Do accept my sincere apologies if my mail does not meet your personal eth=ics.I will introduce myself as a staff in the accounts management section ofa well-known bank here in the Unite..."
Fraudulent,"Dear Friend,The political unrest in my country (PHILIPPINES), necessitated thisemail, though this approach appears desperate, difficulties encountered in efforts to establish a business abroad also ne..."
Fraudulent,"<html><div style='background-color:'><DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV class=RTE><BR>Dear Friend,</DIV><DIV class=RTE>&nbsp;I am Mrs Catherine Schole, Auditing Assistant in a Bank here in london..."
Fraudulent,"<BR><BR>--<BR>Dear Beloved in Christ,<BR><BR>Please bear with me for sendingyou this just in case you are offended by it as I know we don\'t know eachother.It\'s my belief that I am doing the lord\'s ..."
Fraudulent,"<DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV>Greetings, </DIV><DIV>&nbsp;</DIV><DIV>My name is RABI AL SALIH, wife of MAHAMMED MAHDI AL SALIH, the former Iraqi minister for Interior Affairs. I got you..."
Fraudulent,"Dear Friend,I feel quite safe dealing with you in this business proposition though, thismedium (Internet) has been greatly abused, I choose to reach you through it because it still remains the fastest..."
Fraudulent,Err:513
Fraudulent,"Auditing, we found out that some government officials set up companies andawarded themselves contracts which were grossly over invoiced in variousMinistries, We also identified a lot of inflated contr..."
Fraudulent,<html><head><style>P{margin:0px;padding:0px}body
Fraudulent,"As you read this, I don't want you to feel sorry forme, because, I believe everyone will die someday.My name is MRS WU YUNG a merchant SENTOSA in SINDAPORE,I have been diagnosed with Esophagealcancer...."
Fraudulent,"Dear Friend ,Naturally, this letter will come to you as a surprise since we have not =met,permit me however, I am MR.HASSAN GEORGE,a Zimbabwean Farmer. I am =contacting you as the need for me to have..."
Fraudulent,"Dear Friend,As you read this, I don't want you to feel sorry for me, because, Ibelieve everyone will die someday,and am contacting you because i reallydo need your help,and i want you to help me with ..."
Fraudulent,FROM=3A MRS=2C FATIMA RASHEED KHALIFAADDRESS=3ANORTH ZONE BAZRA IRAQ=2EALTERNATIVE E-MAIL=3A=28khalifa=5Frasheedfatima=40yahoo=2Ecom =29 Please permit me your little endulgence to solicit for your unr...
Fraudulent,"<P>PLEASE HELP ME <BR>Dear Friend, </P><P>You may be surprised to receive this letter, I got your contact through a desperate and personal search on the web for someone I could really trust as I have ..."
Fraudulent,A very Good day to you=2EI am by name=2CHajia Mariam Sani Abacha=2Cthe former first lady and also the wife of the former late head of state of the Federal Republic of Nigeria=2CLate Gen=2ESani Abacha ...
Fraudulent,"until the task is accomplished,as I don't want anything that will Jeopardize my lastwish, due to the fact that i do not want relatives or family members standing in the way of my last wish.love,Jennif..."
Fraudulent,"Republique de Cote d'IvoireAbidjan,Rue 12,Ave 15Plateau.Tr=E8s cherCette lettre va s=FBrement vous para=EEtre surprenante, je vous prie n=E9anmoin de bien vouloir luiaccorder un grand int=E9r=EAt et d..."
Fraudulent,Dear Friend=2C REQUEST FOR URGENT BUSINESS ASSISTANCE After due deliberation with my children=2C I decided to contact you for your assistance in standing as a beneficiary to the sum of US30=2E5M Thirt...
Fraudulent,"For your assistance,we have agreed to offer you 20% of the total sum,while 80% will be for our investment in your country.Finally,you are required to maintain the secrecy of this proposal.God bless ..."
Fraudulent,"REQUEST FOR ASSISTANCE & STRICTLY CONFIDENTIALI AM MR GANDU AYUBA, I AM AN ACCOUNTANT WITH THE NIGERIAN NATIONAL PETROLEUM CORPORATION (N.N.P.C.). I HEADED A SEVEN-MAN TENDERS BOARD IN CHARGE OF CONTR..."
Fraudulent,"FROM JOHN NNAMDI14 GLOVER, ROAD,IKOYI,LAGOSATTN:FRIEND,Please accept my sincere apologies if my mail fails to meet your professional and moral Ethics,as we have not met before.Because of the evil doin..."
Fraudulent,"Dearest in the lord,I am Mrs mary Clement from Solomon Islands near Australia. I ammarried to Mr.William Clement from Romania who worked withRomania Embassy in GUINEE for nine years before he died in ..."
Fraudulent,"HANG SENG BANK LTD.DES VOEUX RD. BRANCH,CENTRAL HONG KONG,HONK KONG.Dear Sir, Let me start by introducing myself. I am Mr. Wang Qin credit officer of the Hang Seng Bank Ltd. I have a concealed busine..."
Fraudulent,"Mr. Koutaba Jean.The Account / Audit Manager,Banque De Habitat Au Burkina F=aso(BHBF).Ouagadougou Burkina Faso. Dear Beloved, I presumed that all is we=ll with you and your family. Please let this do ..."
Fraudulent,Dear FriendCompliments of the seasonsThis letter is written to you based on contact information I came across on web while searching for investment options overseas. My name is *Tony Silver and I work...
Fraudulent,TREAT AS URGENT PLS DEAR PARTNER=2EAttn=2FPls Dear Partner=2C I would like to apply through this medium for your co-operation and to secure an opportunity to investand do joint business with you in yo...
Fraudulent,"was the Royal Head of my community, ELEME (an oil rich town) in Nigeria. My community produces 5.8% of the total crude oil production in Nigeria and 0.5% of the Dollar value of each barrel is paid to ..."
Fraudulent,"Looking forward to your cooperation.Yours faithfully,Mark Luke___________________________________________________________________________????? ??????? ??? ???????- http://www.almarefa.net"
Fraudulent,"Dear friend,This is a proposal in context but actually an appeal soliciting for your unreserved assistance in consummating an urgent transaction.By way of summarized profile of myself, I am Senator Lu..."
Fraudulent,OFFICE OF THE CHAIRMANCONTRACT AWARDING COMMITTEEECOWAS HEADQUARTERSLOME=2CREPUBLIC OF TOGO00228-9077-231 ACCOUNT PROVISION FOR USD45MGreetings!!=2EDear=2CForgive my indig...
Fraudulent,"Dear Friend, ASSISTANCEKindly allow me the modesty of introducing myself. I am GEORGE KABILA,the= sonof the former head of state/president of Congo-Kinshasha (then called ..."
Fraudulent,"BAOFULONG HANDICRAFT FACTORY.Plot 24, Des Voeux RD.Central HongkongHongkong.Tel:+762-763-590Fax:+762-763-591www.baofulong.com Dear Sir/Madam, I am Mrs.Lui Chen Woo,we got your contact via email direc..."
Fraudulent,I am MR=2E KIMAEVA LIOUDMILA=2Cthe personal accountant to Mikhail Khodorkovskythe richest Person in Russia and owner of the following companies=3A ChairmanCEO=3A YUKOS OIL =28Russian Largest OilCompan...
Fraudulent,Dear Sir=2FmadamI am a 20 years old Rwandan girl =2CI am just an innocent victims of circumstances in my situations that is why I decided to contact you through this medium due to its urgency to secur...
Fraudulent,"Hello,My name is DAVID ELLIS, a nationality of UnitedKingdom,I have been diagnosed with Esophageal cancer.It has defiled allforms of medical treatment, andright now I have only about a few months to l..."
Fraudulent,From=3AMrs=2EShade lbrahim=2EAttn=3AThe Managing Director Before I proceed=2C may I humbly introduce myself to your goodself=2C My Name is Mrs=2E Shade Ibrahim=2C an Iraqi refugee =2Cmy husband was un...
Fraudulent,Hello Dear Friend=2CI am Mr=2E Anijah Akpundu=2C an accountant officer with Citi Bank=2CPlc here in Dakar Sengal=2E I gathered your information from my country's international chamber of trade and com...
Fraudulent,"Dear Friend, SEEKING YOUR IMMEDIATE ASSISTANCE.Please Permit me to make your acquaintance in soinformal a manner. This is necessitated by my urgentneed to reach a dependable and trust wordy foreignpar..."
Fraudulent,"Dear Partner,Do accept my sincere apologies if my mail does not meet your personal ethics. For i know this may seem like a complete intrusion to your privacy but right about now this is my option of ..."
Fraudulent,"DEAR FRIEND,LETTER FOR URGENT ASSISTANCE ON FUND TRANSFERFirst, I must solicit your strictest confidence in this transaction.This by virtue of its nature as being utterly confidential and TOP SECRET.I..."
Fraudulent,"TELEPHONE NUMBER {44-879292806} VERY URGENT CONTACT .PS;You should have this as a notice,that after thesuccess of this transaction,you will be having25%(i.e; 3,750,000.00 pounds sterling) as your shar..."
Fraudulent,"<P>Dear Friend,</P><P>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Greetings to you,With warm heart I offe=r my friendship, and greetings, and I hope this mail meets you in good ti=me. However strange or surprising..."
Fraudulent,"DR.DON MIGINISTHE DEPUTY GOVERNOR,INTERNATIONAL OPERATION DEPT.CENTRAL BANK OF NIGERIA (CBN)=20DEAR BENEFICIARY,=20VERIFICATION OF YOUR PAYMENT FILE.=20FROM THE RECORDS OF OUTSTANDING CONTRACTORS,YOUR..."
Fraudulent,"ire<br><br>My phone/+22508039207<br><br><br>Dearest One,<br><br><br> = CONFIDENTIAL<br><br><br>I am JOEL JOHNSON the only son of late f=ormer Director of finance, Chief VINCENT E. JOHNSON ..."
Fraudulent,"Please do not be apprehensive by this mail as I humbly seek YOUR PATIENCE,UNDERSTANDING and COOPERATION in regard to my below plight. Once again, donotbe apprehensive considering its magnitude and the..."
Fraudulent,"Dearest one,I am Mrs Mariam Afonso I was married to Mr. Moses Afonsowho was a contractor with the government of Cote D'Ivoire before he died in the year 2002 after few days in the hospital. The doctor..."
Fraudulent,"BUSINESS ASSISTANCE My name is CHARLES MILLER,the elder son of Mr.JONES MILLER of Zimbabwe. This might be a surprise to you about where I got your contact address.I got your CONTAC..."
Fraudulent,"Good Day,With warm hearts I offer my friendship, and my greetings, and I hope this letter meets you in good time. However, I am sincerely seeking your confidence in this transaction, which I propose w..."
Fraudulent,"FROM:DR IBRAHIM BELLOAUDITING AND ACCOUNTING UNITBANK OF AFRICA (B.O.A)OUAGADOUGOU BURKINA-FASOWEST AFRICA.PHONE:00226-76-441-987Attention Please, ..."
Fraudulent,</div>=0D=0A </div>=0D=0A = </div>=0D=0A </div>=0D=0A = </div>=0D=0A ...
Fraudulent,"Dear Friend! It is with heart of hope that I write to seek your help in the context below. My name is Zuma Seko,an origin of Liberia but reside in Europe. I gotyour contact during a business search ..."
Fraudulent,"PRESIDENT/MANAGING DIRECTOR Dear Sir/Madam, Request for Urgent Business Relationship We are Top Officials of the Federal Government of Nigeria Contract Review Panel who are interested in impo..."
Fraudulent,"Dear Friend, I am Benjamin Salako a project manager with the NigerDelta Developement Commision(NDDC). I obtained your email from theinternet,while searching for a reliable person, who could assist usi..."
Fraudulent,"STRICTLY PRIVATE AND CONFIDENTIALYou may be surprised to receive this letter from me since you don't knowme personally, the purpose of my introduction is that, I am MR.DAVID..."
Fraudulent,"Dear Friend,First, I must solicit your confidence in this transaction.This is by virtue of its nature as being utterly CONFIDENTIAL AND TOP SECRET. However after series of petition was recieved by thi..."
Fraudulent,RGVhciBGcmllbmQsCgpEbyBhY2NlcHQgbXkgc2luY2VyZSBhcG9sb2dpZXMgaWYgbXkgbWFpbCBkb2VzIG5vdCBtZWV0CnlvdXIgcGVyc29uYWwgRXRoaWNzLiBJIGludHJvZHVjZSBteXNlbGYgYXMgTXIuIEFuZHJldyBHYW1hIHN0YWZmIGluCnRoZSBhY2NvdW50...
Fraudulent,<html><head><style>P{margin:0px;padding:0px}body
